id,address,city,floor,price,rooms,sq,year,latitude,longitude
9072,Marcina z Wrocimowic,Warszawa,3,475000.0,2,40.4,2009.0,51.1148185,17.0279281
9073,Jana Kochanowskiego,Warszawa,4,449000.0,2,38.0,1973.0,51.1188732,17.0154552
9074,Smocza,Warszawa,8,659000.0,3,45.88,1969.0,51.1619102,17.1539749
9075,Orzycka,Warszawa,9,720000.0,2,42.4,2002.0,51.1170521,16.9507046
9076,Sławińska,Warszawa,4,720000.0,2,38.62,2017.0,51.1239355,17.0446071
9077,Lubelska,Warszawa,3,615000.0,2,43.7,2000.0,51.1239355,17.0446071
9078,Kabacki Dukt,Warszawa,5,1750000.0,4,107.16,2003.0,51.1239355,17.0446071
9079,Jana Nowaka-Jeziorańskiego,Warszawa,1,749000.0,2,43.3,2017.0,51.1197728,17.0340317
9080,Malborska,Warszawa,8,1200000.0,3,83.7,2001.0,51.1239355,17.0446071
9081,gen. Tadeusza Bora-Komorowskiego,Warszawa,0,1070000.0,3,59.7,2011.0,51.0993285,17.0054038
9082,Klaudyny,Warszawa,5,539999.0,3,53.2,1976.0,51.1191324,16.9513959
9083,Jana Kazimierza,Warszawa,1,1270000.0,3,79.0,2023.0,51.1394148,17.0816223
9084,Jana Wasilkowskiego,Warszawa,4,514225.0,2,33.5,1984.0,51.1192483,17.0544332
9085,Wrzeciono,Warszawa,2,649000.0,3,47.0,1968.0,51.1325992,16.9586602
9086,Prosta,Warszawa,5,776006.0,3,48.0,1971.0,51.0888261,17.0475818
9087,Jasielska,Warszawa,1,548000.0,2,37.0,1978.0,51.08133,16.9922905
9088,Filomatów,Warszawa,1,650000.0,2,59.3,1938.0,51.1148185,17.0279281
9089,Ostródzka,Warszawa,0,654000.0,2,54.0,2015.0,51.1241017,17.0512876
9090,Niegocińska,Warszawa,5,616000.0,2,37.2,1970.0,51.1148185,17.0279281
9091,Jana Kazimierza,Warszawa,1,1270000.0,3,79.0,2023.0,51.1111371,17.1166928
9092,Bełdan,Warszawa,10,648000.0,3,48.0,2000.0,51.1150264,17.0690324
9093,Jana Kazimierza,Warszawa,0,1056000.0,3,63.5,2013.0,51.0996808,17.0011144
9094,Ruczaj,Warszawa,2,1150000.0,3,72.2,2023.0,51.1619102,17.1539749
9095,Lucerny 93,Warszawa,2,849000.0,3,66.0,2008.0,51.1619102,17.1539749
9096,Jana Kazimierza,Warszawa,3,900000.0,2,52.9,2000.0,51.1126243,17.0604656
9097,Warzelnicza,Warszawa,1,950000.0,2,50.0,2022.0,51.122733,17.0422892
9098,Nowolipki,Warszawa,3,629000.0,2,34.0,1951.0,51.1363471,17.0694208
9099,Batalionów Chłopskich,Warszawa,0,849000.0,3,61.43,2015.0,51.0993285,17.0054038
9100,Andrzeja Sołtana,Warszawa,4,720000.0,3,64.41,1986.0,51.0813568,16.9994353
9101,Tczewska,Warszawa,2,950000.0,2,50.0,2011.0,51.103112,17.0369305
9102,Kaliny Jędrusik,Warszawa,3,1695000.0,4,80.0,2019.0,51.098527,17.0330968
9103,Wrzeciono,Warszawa,4,770000.0,1,40.0,2004.0,51.1278229,16.9464993
9104,Stefana Jaracza,Warszawa,1,1300000.0,2,41.0,1935.0,51.1278229,16.9464993
9105,Korkowa,Warszawa,1,520000.0,2,37.08,2010.0,51.1278229,16.9464993
9106,Żelazna,Warszawa,2,640000.0,2,40.0,1965.0,51.1278229,16.9464993
9107,Burakowska,Warszawa,1,824000.0,2,50.36,2018.0,51.1020527,17.0170839
9108,Mydlarska,Warszawa,2,679000.0,3,53.0,1998.0,51.0633346,17.0596453
9109,Mieczysława Wolfkego,Warszawa,0,540000.0,2,38.0,1976.0,51.0993285,17.0054038
9110,Puławska 257,Warszawa,2,795000.0,2,42.0,2009.0,51.1020571,17.0460802
9111,Ryżowa,Warszawa,0,1226500.0,4,79.4,2007.0,51.1020571,17.0460802
9112,Cieszyńska,Warszawa,5,750000.0,3,48.0,1968.0,51.1016975,17.0013647
9113,Herbu Oksza,Warszawa,5,549000.0,2,37.58,2022.0,51.121741,17.0469857
9114,Pabla Nerudy,Warszawa,8,559000.0,2,47.5,1975.0,51.1266671,17.0352746
9115,Przy Agorze,Warszawa,0,619999.0,3,48.13,1968.0,51.1027505,17.0303525
9116,Lewicka,Warszawa,3,837384.0,2,56.58,1989.0,51.0894328,17.0027127
9117,Wolumen,Warszawa,7,599000.0,2,48.5,1980.0,51.1401687,17.0326049
9118,Anastazego Kowalczyka,Warszawa,5,625000.0,3,52.5,2017.0,51.1394148,17.0816223
9119,Oczary,Warszawa,1,622000.0,3,52.59,2024.0,51.1401687,17.0326049
9120,Pielgrzymów,Warszawa,1,695000.0,3,67.26,2024.0,51.1401687,17.0326049
9121,Głębockiej,Warszawa,1,426000.0,2,40.01,2023.0,51.1020571,17.0460802
9122,Józefa Mehoffera,Warszawa,2,463000.0,2,35.6,2024.0,51.1619102,17.1539749
9123,Herberta Hoovera ,Warszawa,1,945000.0,4,216.0,2013.0,51.0944005,17.0166102
9124,Franciszka Klimczaka,Warszawa,2,1180000.0,3,61.54,2016.0,51.1394148,17.0816223
9125,Winorośli,Warszawa,2,610000.0,3,58.26,2023.0,51.1619102,17.1539749
9126,Jana Nowaka-Jeziorańskiego,Warszawa,3,699000.0,2,42.0,2022.0,51.1619102,17.1539749
9127,gen. Władysława Andersa,Warszawa,2,1800000.0,3,90.0,2012.0,51.1619102,17.1539749
9128,Zygmunta Krasińskiego,Warszawa,2,740000.0,2,42.07,1931.0,51.1619102,17.1539749
9129,Romualda Mielczarskiego,Warszawa,2,1490000.0,4,119.2,1995.0,51.1239355,17.0446071
9130,Jana Olbrachta,Warszawa,3,749000.0,2,45.56,2008.0,51.0483953,17.0263036
9131,Adolfa Suligowskiego,Warszawa,1,629000.0,2,47.5,1958.0,51.0483953,17.0263036
9132,Hilarego Koprowskiego,Warszawa,2,550000.0,2,37.83,2023.0,51.0483953,17.0263036
9133,Stanisława Mikołajczyka,Warszawa,4,600000.0,2,52.8,1994.0,51.1224591,17.012349
9134,Herbu Oksza 25,Warszawa,3,490000.0,2,38.84,2023.0,51.1191324,16.9513959
9135,Kosynierów,Warszawa,2,663990.0,3,56.77,2000.0,51.0923305,17.0106272
9136,Cybernetyki 7,Warszawa,5,849000.0,2,45.0,2016.0,51.091224,16.9506592
9137,Wojciecha Chrzanowskiego,Warszawa,1,939000.0,3,67.0,2017.0,51.1239355,17.0446071
9138,Mikołaja Trąby,Warszawa,2,530000.0,3,60.9,2003.0,51.091224,16.9506592
9139,Rafała Krajewskiego,Warszawa,1,879000.0,3,50.5,1936.0,51.0939993,16.9407112
9140,Blacharska,Warszawa,4,706928.0,3,53.51,1970.0,51.0648586,17.0392668
9141,Karczocha,Warszawa,3,986900.0,3,66.2,2022.0,51.1148185,17.0279281
9142,rtm. Witolda Pileckiego,Warszawa,5,799001.0,2,55.0,2001.0,51.1016013,17.0522444
9143,Obrońców Tobruku,Warszawa,1,620000.0,2,40.63,2003.0,51.1101015,17.120746
9144,Żwirki i Wigury,Warszawa,0,620000.0,3,36.8,1979.0,51.0808858,17.0844675
9145,gen. Tadeusza Pełczyńskiego,Warszawa,1,1050000.0,3,72.36,2017.0,51.0812246,17.0621202
9146,Krasnobrodzka,Warszawa,3,585000.0,3,53.2,1975.0,51.1148415,17.0634911
9147,Stanisława Mikołajczyka,Warszawa,4,599000.0,2,52.8,1994.0,51.1209331,17.0477242
9148,Biskupia,Warszawa,1,1199000.0,4,100.4,1996.0,51.0845056,17.057197
9149,Grójecka,Warszawa,4,1020000.0,2,68.0,1930.0,51.1239355,17.0446071
9150,Lazurowa,Warszawa,1,1729000.0,5,105.0,2021.0,51.1071695,17.042769
9151,Żupnicza,Warszawa,2,1199000.0,4,87.0,2023.0,51.0813568,16.9994353
9152,ks. Jerzego Popiełuszki 11,Warszawa,4,607000.0,1,32.0,1955.0,51.1054836,17.0236121
9153,Odkryta,Warszawa,1,564000.0,2,57.0,2000.0,51.1163499,17.0334337
9154,Domaniewska 24,Warszawa,6,2106000.0,4,99.76,2000.0,51.1224591,17.012349
9155,Domaniewska 24,Warszawa,6,1388000.0,3,70.51,2000.0,51.1071695,17.042769
9156,Domaniewska 24,Warszawa,8,961000.0,2,44.24,2000.0,51.0813568,16.9994353
9157,Grójecka,Warszawa,2,719000.0,2,48.1,2010.0,51.1414659,17.0368291
9158,Wałbrzyska,Warszawa,7,722500.0,3,57.8,1975.0,51.1239355,17.0446071
9159,Jerzego Waldorffa,Warszawa,4,1100000.0,2,44.0,2018.0,51.1239355,17.0446071
9160,Niewielka,Warszawa,4,719000.0,2,56.5,2002.0,51.1452035,17.1169068
9161,Przemysłowa,Warszawa,0,990000.0,3,51.67,1962.0,51.1224591,17.012349
9162,Czorsztyńska,Warszawa,1,580000.0,3,41.0,1950.0,51.0859239,17.0468679
9163,Zygmunta Krasińskiego,Warszawa,0,479000.0,1,29.62,1934.0,51.1077092,17.0209714
9164,gen. Waleriana Czumy,Warszawa,7,785000.0,3,58.2,1980.0,51.1179308,17.0318495
9165,"Kazimierza Sotta ""Sokoła""",Warszawa,3,939000.0,3,88.8,1990.0,51.114179,17.0090645
9166,Zygmunta Vogla,Warszawa,1,1200000.0,5,149.8,1995.0,51.091224,16.9506592
9167,Izabelli,Warszawa,0,469000.0,2,37.0,1975.0,51.091224,16.9506592
9168,Herbu Oksza,Warszawa,3,581196.0,2,48.84,2024.0,51.091224,16.9506592
9169,Kąty Grodziskie,Warszawa,0,429000.0,2,42.37,2022.0,51.0599738,17.0557227
9170,Alternatywy,Warszawa,3,1039000.0,2,65.0,2007.0,51.0559693,17.0219474
9171,Henryka Siemiradzkiego,Warszawa,1,720000.0,2,38.5,1950.0,51.0559693,17.0219474
9172,Północna,Warszawa,2,680000.0,3,52.58,1998.0,51.0559693,17.0219474
9173,Dionizosa,Warszawa,4,650000.0,3,55.7,2016.0,51.1484315,16.9367598
9174,Redutowa,Warszawa,4,1257540.0,4,77.77,2000.0,51.1033986,17.0232764
9175,Redutowa,Warszawa,6,1213261.0,3,76.45,2000.0,51.1224591,17.012349
9176,Redutowa,Warszawa,1,863656.0,2,49.38,2000.0,51.1224591,17.012349
9177,Kazimierza Gierdziejewskiego,Warszawa,1,515000.0,2,41.0,2023.0,51.1224591,17.012349
9178,Kłopot,Warszawa,3,1450000.0,3,56.08,2017.0,51.1224591,17.012349
9179,Podleśna,Warszawa,4,450000.0,1,25.9,2000.0,51.1224591,17.012349
9180,Biograficzna,Warszawa,4,754000.0,3,60.5,2011.0,51.1224591,17.012349
9181,Grochowska,Warszawa,4,590000.0,2,54.4,1955.0,51.1142199,16.9933117
9182,Chmielna 106,Warszawa,0,635040.0,1,39.69,1964.0,51.1012625,17.0299178
9183,Kopalniana,Warszawa,3,1340000.0,3,90.41,2021.0,51.1224591,17.012349
9184,rtm. Witolda Pileckiego,Warszawa,4,535000.0,2,32.0,2023.0,51.0813568,16.9994353
9185,Fukierów,Warszawa,0,1209000.0,3,62.34,2024.0,51.0989854,17.0444841
9186,Kłobucka,Warszawa,1,1140000.0,4,66.64,2023.0,51.113873,17.0508339
9187,Obrzeżna,Warszawa,2,710000.0,2,49.0,1954.0,51.1179308,17.0318495
9188,Witolińska,Warszawa,7,749000.0,3,60.0,2000.0,51.091382,17.002734
9189,Instalatorów,Warszawa,2,535000.0,2,37.0,2022.0,51.121741,17.0469857
9190,29 Listopada,Warszawa,0,1500000.0,2,56.34,2022.0,51.1166952,17.0524153
9191,Edwarda Szymańskiego,Warszawa,0,555000.0,2,39.5,1957.0,51.1179308,17.0318495
9192,Wilcza,Warszawa,2,1759000.0,3,88.0,1948.0,51.1179308,17.0318495
9193,Giuseppe Verdiego,Warszawa,1,425000.0,2,44.05,2023.0,51.1179308,17.0318495
9194,Podłużna,Warszawa,2,449000.0,1,40.09,2012.0,51.1591924,17.1416456
9195,Zakroczymska ,Warszawa,2,650000.0,2,34.0,1936.0,51.0483953,17.0263036
9196,Warszawska,Warszawa,2,410000.0,1,36.0,1992.0,51.0925875,17.0446104
9197,Romana Palestera,Warszawa,3,841428.0,4,85.86,2024.0,51.1083077,17.0216521
9198,Romana Palestera,Warszawa,3,732076.0,4,63.11,2024.0,51.1148185,17.0279281
9199,Głębocka,Warszawa,1,1148000.0,4,92.92,2008.0,51.1122554,17.0369886
9200,Tadeusza Hennela,Warszawa,3,897000.0,3,73.19,2016.0,51.1301783,17.0646929
9201,Marszałkowska 6,Warszawa,3,1165000.0,2,45.0,1913.0,51.1224591,17.012349
9202,Jurija Gagarina,Warszawa,2,670000.0,1,33.0,1936.0,51.0813568,16.9994353
9203,Pożarowa,Warszawa,1,590000.0,2,51.1,2011.0,51.1159487,17.0058786
9204,Ludwika Rydygiera 13,Warszawa,6,1220000.0,2,52.0,2012.0,51.1163499,17.0334337
9205,Chmielna,Warszawa,4,1014600.0,1,33.76,2000.0,51.1142199,16.9933117
9206,Stefana Batorego,Warszawa,1,425000.0,1,17.5,2020.0,51.1267331,16.979606
9207,Środkowa,Warszawa,4,699000.0,3,66.0,2000.0,51.1224591,17.012349
9208,Filtrowa,Warszawa,3,2250000.0,3,90.0,1925.0,51.1267331,16.979606
9209,Giuseppe Verdiego,Warszawa,2,470000.0,2,47.68,2023.0,51.1267331,16.979606
9210,Prymasa Augusta Hlonda,Warszawa,0,2000000.0,5,104.03,2009.0,51.1619102,17.1539749
9211,Baboszewska 1,Warszawa,1,685000.0,2,35.09,2000.0,51.1239355,17.0446071
9212,Stefana Baleya,Warszawa,1,355000.0,1,17.0,1969.0,51.1148185,17.0279281
9213,Elżbiety Rakuszanki,Warszawa,0,680000.0,3,60.9,2009.0,51.0599738,17.0557227
9214,ks. Jerzego Popiełuszki,Warszawa,4,730000.0,2,47.8,1958.0,51.1239355,17.0446071
9215,Aluzyjna,Warszawa,3,530000.0,2,50.3,2006.0,51.1239355,17.0446071
9216,Piękna,Warszawa,0,1214625.0,3,43.15,1905.0,51.0599738,17.0557227
9217,Lazurowa,Warszawa,3,1250000.0,5,98.9,2000.0,51.1478846,17.0773915
9218,Lutniowa,Warszawa,2,1510000.0,4,91.7,2010.0,51.1191324,16.9513959
9219,Edmunda Jana Osmańczyka,Warszawa,2,799000.0,3,62.2,2005.0,51.1191324,16.9513959
9220,Aluzyjna,Warszawa,0,620000.0,3,57.0,2021.0,51.1159487,17.0058786
9221,Encyklopedyczna,Warszawa,0,610000.0,2,46.1,2010.0,51.1591924,17.1416456
9222,Aluzyjna,Warszawa,2,640000.0,4,80.0,2022.0,51.1111371,17.1166928
9223,Stanisława Wojciechowskiego,Warszawa,1,529000.0,3,46.3,2000.0,51.0599738,17.0557227
9224,Dywizjonu 303 303,Warszawa,3,998000.0,3,76.2,2009.0,51.1166952,17.0524153
9225,Bruzdowa,Warszawa,1,1500000.0,3,94.17,2019.0,51.1239355,17.0446071
9226,Jana Rosoła,Warszawa,4,664144.0,2,40.75,2024.0,51.1239355,17.0446071
9227,Kazimierza Wyki,Warszawa,1,530000.0,2,46.0,2000.0,51.1224591,17.012349
9228,Jutrzenki,Warszawa,5,724864.0,3,56.64,2024.0,51.1224591,17.012349
9229,Domaniewska 24,Warszawa,5,1747000.0,4,93.89,2000.0,51.1224591,17.012349
9230,Domaniewska 24,Warszawa,6,952000.0,2,51.45,2000.0,51.1224591,17.012349
9231,Ostrobramska,Warszawa,1,629000.0,3,61.0,1978.0,51.1224591,17.012349
9232,Jana Rosoła,Warszawa,2,904000.0,3,56.5,2024.0,51.1224591,17.012349
9233,Sybilli,Warszawa,3,1290000.0,3,81.37,2005.0,51.1241244,17.0343941
9234,Kazimierzowska 79,Warszawa,4,1950000.0,4,107.0,2021.0,51.0483953,17.0263036
9235,Chodecka,Warszawa,0,580000.0,2,38.0,1971.0,51.0813568,16.9994353
9236,29 Listopada,Warszawa,0,1350000.0,2,56.34,2022.0,51.1589286,17.1324469
9237,Ostródzka,Warszawa,2,540524.0,3,60.21,2024.0,51.063571,17.0373519
9238,Płochocińska,Warszawa,1,573788.0,3,62.44,2023.0,51.063571,17.0373519
9239,Księcia Witolda,Warszawa,1,799000.0,4,79.65,2022.0,51.063571,17.0373519
9240,Jana Długosza,Warszawa,2,699000.0,3,54.0,1955.0,51.063571,17.0373519
9241,Adama Branickiego,Warszawa,3,860000.0,2,49.5,2014.0,51.063571,17.0373519
9242,Karatowa,Warszawa,1,860000.0,3,72.0,2012.0,51.095727,17.0196762
9243,Karola Dickensa,Warszawa,2,729000.0,3,44.7,1965.0,51.095727,17.0196762
9244,Bociania,Warszawa,0,1790000.0,4,143.0,2003.0,51.1239355,17.0446071
9245,Żytnia,Warszawa,6,650000.0,2,47.7,1955.0,51.103112,17.0369305
9246,Bolesławicka,Warszawa,2,699000.0,3,53.5,1975.0,51.1142199,16.9933117
9247,Icchoka Lejba Pereca,Warszawa,5,475000.0,2,27.4,2000.0,51.1142199,16.9933117
9248,Bruzdowa,Warszawa,1,1620000.0,4,120.0,2012.0,51.1142199,16.9933117
9249,Adolfa Pawińskiego,Warszawa,1,572000.0,3,47.6,1970.0,51.1239355,17.0446071
9250,gen. Stanisława Skalskiego,Warszawa,4,1570000.0,3,71.3,2013.0,51.1239355,17.0446071
9251,Krasnobrodzka,Warszawa,9,570000.0,3,55.8,2000.0,51.1239355,17.0446071
9252,Eustachego Tyszkiewicza,Warszawa,3,429000.0,1,24.11,1933.0,51.0763147,16.9609781
9253,Aleksandra Gieysztora,Warszawa,0,820000.0,2,45.6,2015.0,51.0989854,17.0444841
9254,Oskara Kolberga,Warszawa,1,395000.0,1,24.5,1962.0,51.1166952,17.0524153
9255,Elekcyjna,Warszawa,3,519000.0,2,37.89,1965.0,51.1166952,17.0524153
9256,Karmelicka,Warszawa,2,849900.0,3,47.5,1979.0,51.1166952,17.0524153
9257,Mroczna,Warszawa,1,896000.0,2,56.0,2002.0,51.1166952,17.0524153
9258,Franciszka Raszei,Warszawa,0,399000.0,2,27.5,2000.0,51.1171524,17.0250412
9259,Mieczysława Wolfkego,Warszawa,5,630000.0,2,50.0,2000.0,51.0599738,17.0557227
9260,Sarmacka 12G,Warszawa,2,1489000.0,3,90.6,2009.0,51.1239355,17.0446071
9261,Domaniewska 24,Warszawa,5,2418000.0,4,117.26,2000.0,51.1239355,17.0446071
9262,Domaniewska 24,Warszawa,8,1078000.0,2,49.91,2000.0,51.1239355,17.0446071
9263,Zygmunta Vogla,Warszawa,2,1790000.0,4,118.5,2000.0,51.1239355,17.0446071
9264,Andrutowa,Warszawa,2,1020000.0,3,72.0,2022.0,51.1239355,17.0446071
9265,Aleksandra Kotsisa,Warszawa,1,585000.0,5,39.7,2000.0,51.1239355,17.0446071
9266,Stanisława Rogalskiego,Warszawa,6,1199300.0,3,67.0,2021.0,51.0813568,16.9994353
9267,Budki Szczęśliwickie,Warszawa,4,799000.0,2,44.79,2022.0,51.1239355,17.0446071
9268,Głębocka,Warszawa,0,790000.0,3,77.9,2014.0,51.1197361,17.0122596
9269,Ogrodowa,Warszawa,1,678435.0,2,43.77,2000.0,51.1239355,17.0446071
9270,Nowodworska 27,Warszawa,0,479000.0,2,39.1,2000.0,51.1239355,17.0446071
9271,Edmunda Jana Osmańczyka,Warszawa,1,855000.0,3,66.0,2006.0,51.1239355,17.0446071
9272,gen. Romana Abrahama,Warszawa,2,772876.0,2,46.0,2000.0,51.1239355,17.0446071
9273,Ostródzka,Warszawa,1,531470.0,3,60.1,2024.0,51.1239355,17.0446071
9274,Górczewska,Warszawa,5,940000.0,2,55.3,2006.0,51.1239355,17.0446071
9275,Związku Walki Młodych 20,Warszawa,4,895000.0,3,61.5,1980.0,51.1239355,17.0446071
9276,Wyszogrodzka,Warszawa,4,115500.0,2,45.6,1978.0,51.1239355,17.0446071
9277,gen. Meriana C. Coopera ,Warszawa,3,510000.0,1,34.21,2009.0,51.0993285,17.0054038
9278,Białobrzeska,Warszawa,7,449000.0,2,32.0,1968.0,51.103112,17.0369305
9279,Wilczy Dół,Warszawa,1,835000.0,2,46.23,2024.0,51.1239355,17.0446071
9280,ks. Jerzego Popiełuszki,Warszawa,2,990000.0,2,53.0,1947.0,51.1239355,17.0446071
9281,Sprawna,Warszawa,1,599000.0,2,50.52,2013.0,51.1283097,16.993105
9282,Darłowska,Warszawa,3,370000.0,1,26.7,1962.0,51.103112,17.0369305
9283,Chmielna,Warszawa,7,489600.0,1,27.2,1968.0,51.103112,17.0369305
9284,Stanisława Dubois,Warszawa,0,546000.0,1,28.1,1967.0,51.103112,17.0369305
9285,Domaniewska 24,Warszawa,3,1830000.0,4,100.95,2000.0,51.103112,17.0369305
9286,rtm. Witolda Pileckiego 108,Warszawa,5,799000.0,2,55.0,2001.0,51.103112,17.0369305
9287,Narwik,Warszawa,2,802900.0,3,57.35,2023.0,51.1239355,17.0446071
9288,Krzyżówki,Warszawa,2,445000.0,1,34.0,2020.0,51.1239355,17.0446071
9289,Stanisława Rogalskiego,Warszawa,1,1290000.0,2,216.0,1992.0,51.1239355,17.0446071
9290,Bobrowiecka,Warszawa,1,1200000.0,3,75.43,2000.0,51.1239355,17.0446071
9291,gen. Tadeusza Pełczyńskiego 26B,Warszawa,6,220000.0,3,68.34,2023.0,51.1363471,17.0694208
9292,Sandomierska,Warszawa,4,980000.0,2,54.6,1906.0,51.0989854,17.0444841
9293,Harfowa,Warszawa,2,825146.0,1,27.49,2024.0,51.0989854,17.0444841
9294,Gustawa Morcinka,Warszawa,3,890000.0,4,76.8,1985.0,51.0989854,17.0444841
9295,Ostródzka,Warszawa,0,2150000.0,5,186.0,2022.0,51.0989854,17.0444841
9296,Kolejowa,Warszawa,5,573648.0,1,27.54,2023.0,51.0989854,17.0444841
9297,Komputerowa,Warszawa,0,915000.0,3,63.08,2019.0,51.0989854,17.0444841
9298,"Dywizjonu AK ""Jeleń""",Warszawa,0,804750.0,2,48.0,2022.0,51.1148185,17.0279281
9299,Chełmżyńska,Warszawa,0,528426.0,3,56.82,2000.0,51.0993285,17.0054038
9300,gen. Romana Abrahama,Warszawa,2,1030000.0,4,82.39,1991.0,51.1016085,17.0009724
9301,Harfowa,Warszawa,1,2632445.0,4,100.23,2024.0,51.1229314,17.0444758
9302,Harfowa,Warszawa,1,833184.0,2,27.35,2024.0,51.1101015,17.120746
9303,Harfowa,Warszawa,1,1653563.0,3,72.73,2024.0,51.0599738,17.0557227
9304,Bokserska,Warszawa,3,1599000.0,4,81.5,2023.0,51.0599738,17.0557227
9305,Jagiellońska,Warszawa,1,749000.0,2,50.55,1958.0,51.0599738,17.0557227
9306,Gioacchino Rossiniego,Warszawa,1,470000.0,2,39.52,2014.0,51.0599738,17.0557227
9307,kard. Aleksandra Kakowskiego,Warszawa,2,780000.0,2,60.2,2002.0,51.0482375,17.0848787
9308,Międzyborska,Warszawa,0,1397000.0,3,65.5,2017.0,51.1239355,17.0446071
9309,Adama Branickiego,Warszawa,4,920000.0,3,52.0,2018.0,51.0718864,17.0347278
9310,Wylot,Warszawa,0,1100000.0,3,71.0,2012.0,51.1191324,16.9513959
9311,Aleksandra Patkowskiego,Warszawa,2,660000.0,2,46.5,1988.0,51.1619102,17.1539749
9312,Adama Próchnika,Warszawa,2,970200.0,2,49.0,1933.0,51.1619102,17.1539749
9313,Piastów Śląskich,Warszawa,3,627000.0,2,54.0,1995.0,51.0923305,17.0106272
9314,Skarbka z Gór,Warszawa,2,610000.0,2,61.0,2004.0,51.0993285,17.0054038
9315,Jerzego Iwanowa-Szajnowicza,Warszawa,1,569000.0,1,27.29,2023.0,51.0993285,17.0054038
9316,Meander,Warszawa,8,838999.0,3,69.0,1983.0,51.0943979,16.9339283
9317,Leona Berensona,Warszawa,0,594000.0,3,53.97,2023.0,51.0989854,17.0444841
9318,Jerzego Iwanowa-Szajnowicza,Warszawa,1,1387700.0,3,76.19,2023.0,51.0989854,17.0444841
9319,Krzysztofa Kieślowskiego,Warszawa,1,1435660.0,3,62.42,2016.0,51.0989854,17.0444841
9320,Kobielska,Warszawa,7,585000.0,1,35.3,2010.0,51.0989854,17.0444841
9321,Nowodworska 35,Warszawa,3,563615.0,2,49.01,2000.0,51.0989854,17.0444841
9322,Szaserów,Warszawa,2,605000.0,2,57.3,1956.0,51.0989854,17.0444841
9323,Sejmu Czteroletniego,Warszawa,0,1233700.0,3,73.0,2013.0,51.0989854,17.0444841
9324,Juliana Ursyna Niemcewicza,Warszawa,1,2499000.0,3,85.0,2023.0,51.0989854,17.0444841
9325,Bonifraterska,Warszawa,4,2970000.0,3,100.0,2022.0,51.0989854,17.0444841
9326,Jana Pawła Woronicza,Warszawa,6,2299000.0,4,96.0,2023.0,51.0989854,17.0444841
9327,Marcina Kasprzaka,Warszawa,9,499000.0,1,28.01,2022.0,51.0989854,17.0444841
9328,Eugeniusza Szwankowskiego,Warszawa,3,699000.0,5,65.0,2000.0,51.0989854,17.0444841
9329,Związku Walki Młodych,Warszawa,3,799000.0,3,60.9,1980.0,51.0989854,17.0444841
9330,Płocka,Warszawa,1,740000.0,3,52.5,1961.0,51.0989854,17.0444841
9331,Kąty Grodziskie,Warszawa,1,349000.0,2,37.41,2023.0,51.0989854,17.0444841
9332,Słodowiec,Warszawa,5,550000.0,3,46.6,1970.0,51.0989854,17.0444841
9333,Kąty Grodziskie,Warszawa,1,389900.0,2,41.98,2023.0,51.0989854,17.0444841
9334,Igańska,Warszawa,9,537000.0,2,50.7,1982.0,51.0989854,17.0444841
9335,Daleka,Warszawa,2,369999.0,1,18.3,1969.0,51.0989854,17.0444841
9336,Ceramiczna,Warszawa,0,940000.0,4,87.36,2023.0,51.0989854,17.0444841
9337,Herbu Oksza,Warszawa,6,565000.0,2,40.17,2024.0,51.0989854,17.0444841
9338,Redutowa,Warszawa,5,1201794.0,3,76.45,2000.0,51.0989854,17.0444841
9339,Redutowa,Warszawa,3,793691.0,2,42.58,2000.0,51.0989854,17.0444841
9340,Majolikowa,Warszawa,3,769000.0,2,63.59,2006.0,51.0989854,17.0444841
9341,Kolejowa,Warszawa,3,821200.0,2,40.0,2000.0,51.0989854,17.0444841
9342,Kolejowa,Warszawa,4,1081742.0,3,57.81,2000.0,51.0989854,17.0444841
9343,Budki Szczęśliwickie,Warszawa,0,770000.0,3,67.68,2022.0,51.0989854,17.0444841
9344,Ignacego Domeyki,Warszawa,1,749000.0,2,56.33,2013.0,51.0989854,17.0444841
9345,Dworkowa,Warszawa,8,549000.0,1,33.1,1974.0,51.0989854,17.0444841
9346,Sarmacka,Warszawa,1,1850000.0,3,111.0,2010.0,51.0989854,17.0444841
9347,Floriańska,Warszawa,1,2064600.0,4,114.7,2004.0,51.0989854,17.0444841
9348,Gorlicka,Warszawa,0,495000.0,2,42.2,1965.0,51.0989854,17.0444841
9349,Międzynarodowa,Warszawa,4,749000.0,2,51.0,2000.0,51.0989854,17.0444841
9350,Sarmacka,Warszawa,4,2370000.0,4,112.68,2006.0,51.0989854,17.0444841
9351,Władysława Korotyńskiego,Warszawa,9,600000.0,2,51.0,1977.0,51.0989854,17.0444841
9352,Wolska,Warszawa,8,829999.0,4,60.0,1985.0,51.0989854,17.0444841
9353,Adama Branickiego,Warszawa,2,880000.0,2,56.7,2010.0,51.0989854,17.0444841
9354,Wspólna,Warszawa,4,1750000.0,3,86.0,2006.0,51.0989854,17.0444841
9355,Żytnia,Warszawa,6,590000.0,2,42.5,1955.0,51.0989854,17.0444841
9356,Dzieci Warszawy,Warszawa,5,799999.0,3,86.2,2003.0,51.0989854,17.0444841
9357,Szwedzka,Warszawa,5,880000.0,2,48.91,2023.0,51.0989854,17.0444841
9358,Jana Kazimierza,Warszawa,5,1080000.0,3,57.53,2017.0,51.0989854,17.0444841
9359,Bartłomieja,Warszawa,0,580000.0,2,36.17,1972.0,51.0989854,17.0444841
