id,address,city,floor,price,rooms,sq,year
27834,Włodarzewska,Warszawa,2,1554000.0,4,84.85,2007
27835,Siedmiogrodzka,Warszawa,1,1095000.0,2,40.7,
27836,Pabla Nerudy,Warszawa,7,595000.0,3,56.8,1980
27837,Nowolipki,Warszawa,2,790000.0,3,58.39,1951
27838,Herbu Janina,Warszawa,0,1480000.0,4,91.0,2017
27839,Adama Mickiewicza,Warszawa,2,1850283.0,3,77.58,1938
27840,Tadeusza Hołówki,Warszawa,3,995000.0,3,62.0,2007
27841,Solipska,Warszawa,4,700000.0,2,70.0,1993
27842,Piękna,Warszawa,3,2268000.0,3,81.0,1952
27843,Tadeusza Korzona,Warszawa,2,835000.0,3,76.3,1998
27844,Modlińska,Warszawa,2,605730.0,3,49.65,2023
27845,gen. Romana Abrahama,Warszawa,1,640000.0,2,45.0,
27846,Dywizjonu 303 303,Warszawa,0,740000.0,2,57.0,2017
27847,Bukowińska,Warszawa,9,2850000.0,4,118.0,2008
27848,Tawułkowa,Warszawa,0,639000.0,3,77.0,2019
27849,Tawułkowa,Warszawa,0,639000.0,3,77.0,2019
27850,Tawułkowa,Warszawa,0,639000.0,3,77.0,2019
27851,Tawułkowa,Warszawa,0,639000.0,3,77.0,2019
27852,Tawułkowa,Warszawa,0,639000.0,3,77.0,2019
27853,Tawułkowa,Warszawa,0,639000.0,3,77.0,2019
27854,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27855,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27856,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27857,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27858,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27859,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27860,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27861,Tawułkowa,Warszawa,1,699000.0,5,158.0,2019
27862,Dionizosa ,Warszawa,7,831440.0,4,69.1,
27863,Dionizosa ,Warszawa,1,631470.0,3,55.8,
27864,Encyklopedyczna,Warszawa,1,760000.0,3,57.26,2009
27865,Hansa Christiana Andersena,Warszawa,7,629000.0,2,48.5,
27866,Michała Oczapowskiego,Warszawa,2,550000.0,2,38.5,1950
27867,Władysława Reymonta,Warszawa,0,750000.0,4,63.4,
27868,Wacława Lachmana,Warszawa,4,980000.0,4,85.0,1980
27869,Dionizosa ,Warszawa,2,668050.0,3,59.9,
27870,Zygmunta Krasińskiego,Warszawa,3,1650600.0,3,78.6,2000
27871,Posag 7 Panien,Warszawa,7,694000.0,3,62.41,2023
27872,Sławińska,Warszawa,4,720000.0,2,39.0,2017
27873,Gustawa Morcinka,Warszawa,1,850000.0,4,87.1,1990
27874,Figowa,Warszawa,0,2100640.0,4,110.56,
27875,Figowa,Warszawa,1,1100380.0,3,59.48,
27876,Francuska,Warszawa,0,860000.0,2,43.1,1950
27877,Liwska,Warszawa,0,760000.0,3,56.8,2023
27878,Świdnicka,Warszawa,1,530000.0,2,45.36,1976
27879,Popularna,Warszawa,1,651000.0,2,45.8,2022
27880,Figowa,Warszawa,2,802590.0,2,43.15,
27881,Figowa,Warszawa,0,1118604.0,3,60.14,
27882,Kolejowa,Warszawa,7,1073072.0,2,51.59,
27883,Stanisława Kazury,Warszawa,5,910000.0,3,64.9,1985
27884,Przedpole,Warszawa,1,865000.0,3,58.36,2021
27885,Stańczyka,Warszawa,7,1350000.0,4,83.0,2019
27886,Zapustna,Warszawa,1,800000.0,3,73.64,2000
27887,Budki Szczęśliwickie,Warszawa,1,770000.0,3,67.68,2022
27888,Nowolipki,Warszawa,5,880000.0,2,53.4,1953
27889,Iwicka,Warszawa,4,599000.0,1,33.5,1960
27890,Lazurowa,Warszawa,2,725000.0,3,67.6,1980
27891,Nałęczowska,Warszawa,7,649999.0,1,35.4,2022
27892,Ksawerego Bronikowskiego,Warszawa,2,1725000.0,3,109.0,2000
27893,Rozbrat,Warszawa,0,1950000.0,4,114.79,1938
27894,Sarmacka,Warszawa,3,1250000.0,3,75.34,2008
27895,Stanisława Kazury,Warszawa,0,750000.0,3,61.0,1984
27896,Zygmunta Słomińskiego,Warszawa,6,1570000.0,3,106.0,2002
27897,Modlińska,Warszawa,3,586576.0,2,48.08,2023
27898,gen. Romana Abrahama,Warszawa,4,653000.0,2,45.0,
27899,Żelazna,Warszawa,3,2000000.0,5,139.5,1996
27900,Zygmunta Słomińskiego,Warszawa,10,1500000.0,3,93.0,1995
27901,Płocka,Warszawa,1,740000.0,3,52.5,1970
27902,Piękna,Warszawa,4,969000.0,2,38.0,
27903,Kolejowa,Warszawa,8,2518400.0,5,112.91,2023
27904,Figowa,Warszawa,1,1101490.0,3,59.54,
27905,Figowa,Warszawa,2,743814.0,2,39.99,
27906,Studzienna,Warszawa,2,1242489.0,4,81.4,
27907,Studzienna,Warszawa,0,764362.0,2,47.37,
27908,Garwolińska,Warszawa,3,525000.0,3,48.0,1963
27909,Kolejowa,Warszawa,5,1516000.0,4,83.64,2023
27910,Liwska,Warszawa,0,760000.0,3,66.88,
27911,Wilczy Dół,Warszawa,4,1497300.0,3,87.1,2024
27912,Loteryjki,Warszawa,2,599400.0,2,55.5,2024
27913,Loteryjki,Warszawa,0,467476.0,2,45.84,
27914,Figowa,Warszawa,0,821560.0,2,43.24,
27915,Krasiczyńska,Warszawa,1,380000.0,1,29.8,1980
27916,Kolejowa,Warszawa,1,1427000.0,4,82.18,2023
27917,Edwarda Dembowskiego,Warszawa,1,729000.0,4,71.0,1981
27918,Studzienna,Warszawa,3,1213095.0,4,83.38,
27919,Kobielska,Warszawa,6,511000.0,2,50.6,1980
27920,Kolejowa,Warszawa,1,560490.0,1,26.78,2023
27921,Kolejowa,Warszawa,3,1295400.0,3,63.38,2023
27922,Figowa,Warszawa,0,2075370.0,4,109.23,
27923,Studzienna,Warszawa,6,1796312.0,4,100.42,
27924,Gioacchino Rossiniego,Warszawa,0,499695.0,3,54.37,
27925,Meksykańska,Warszawa,10,730000.0,3,53.0,1968
27926,Figowa,Warszawa,0,723140.0,2,38.06,
27927,Studzienna,Warszawa,1,770744.0,2,47.41,
27928,Ludwika Rydygiera,Warszawa,6,1900000.0,4,95.57,2012
27929,Hoża,Warszawa,1,1300000.0,1,40.0,2013
27930,Studzienna,Warszawa,5,711186.0,2,40.73,
27931,Ursynowska,Warszawa,1,2780000.0,5,125.0,1938
27932,Studzienna,Warszawa,7,2529198.0,4,138.2,
27933,Studzienna,Warszawa,4,905545.0,3,55.63,
27934,Żelazna,Warszawa,3,2000000.0,5,139.5,1996
27935,Ludwika Rydygiera,Warszawa,7,2900000.0,4,123.0,2014
27936,Zajęcza,Warszawa,2,1495000.0,2,35.0,2021
27937,Jugosłowiańska,Warszawa,5,920000.0,3,61.0,2015
27938,Williama Szekspira,Warszawa,1,590000.0,3,50.74,1975
27939,Modlińska,Warszawa,3,789129.0,4,79.71,2023
27940,gen. Romana Abrahama,Warszawa,3,660000.0,2,45.0,
27941,Bolkowska,Warszawa,1,600000.0,2,39.0,1998
27942,Michała Oczapowskiego,Warszawa,1,581000.0,1,29.09,2025
27943,Bazyliańska,Warszawa,0,660000.0,3,57.42,2023
27944,Michała Oczapowskiego,Warszawa,1,1450000.0,3,75.0,2025
27945,Michała Oczapowskiego,Warszawa,1,1510000.0,4,80.21,2025
27946,Łomżyńska,Warszawa,7,479000.0,3,47.0,1975
27947,Kolejowa,Warszawa,8,2518400.0,5,112.91,2023
27948,Kolejowa,Warszawa,1,1520100.0,4,83.05,2023
27949,Rekrucka,Warszawa,1,789000.0,4,79.7,
27950,Sybilli,Warszawa,3,1290000.0,3,81.37,2005
27951,Krasiczyńska,Warszawa,7,430000.0,2,38.0,1972
27952,Chełmżyńska,Warszawa,4,1250000.0,5,109.45,2004
27953,Szeligowska,Warszawa,0,729000.0,3,51.86,2023
27954,Puławska,Warszawa,4,998000.0,3,89.0,1936
27955,Bogatyńska,Warszawa,2,899999.0,3,78.0,1989
27956,Edwarda Habicha ,Warszawa,2,529998.0,2,41.7,2023
27957,Górnośląska,Warszawa,6,1998000.0,3,74.56,2023
27958,Ochocka,Warszawa,2,789999.0,3,66.4,
27959,Aleje Jerozolimskie ,Warszawa,3,580000.0,3,50.0,2022
27960,Siedmiogrodzka,Warszawa,2,846095.0,2,30.77,2022
27961,Stanisława Kulczyńskiego ,Warszawa,0,700000.0,3,52.0,1980
27962,Edwarda Habicha ,Warszawa,1,649000.0,3,66.0,2023
27963,Posag 7 Panien,Warszawa,4,520000.0,3,45.27,2023
27964,Franciszka Żymirskiego,Warszawa,0,414000.0,1,30.0,1970
27965,Edwarda Wittiga,Warszawa,7,665000.0,3,63.3,
27966,Ostródzka,Warszawa,2,550000.0,2,47.71,2016
27967,Postępu,Warszawa,6,1369000.0,4,93.0,2013
27968,Żeglugi Wiślanej,Warszawa,3,603900.0,3,66.5,2010
27969,Szklanych Domów,Warszawa,3,549000.0,3,52.7,1958
27970,Włodarzewska,Warszawa,2,1554000.0,4,84.9,2007
27971,Obywatelska,Warszawa,2,940000.0,2,62.0,
27972,Modlińska,Warszawa,3,600362.0,3,49.21,2023
27973,gen. Romana Abrahama,Warszawa,5,676000.0,2,47.0,
27974,Chłodna,Warszawa,6,1350000.0,2,58.59,2007
27975,Miodowa,Warszawa,3,1839000.0,5,63.0,1952
27976,Majdańska,Warszawa,3,750000.0,4,72.5,1980
27977,Kolejowa,Warszawa,3,559980.0,1,27.54,2022
27978,Batalionów Chłopskich,Warszawa,1,660000.0,2,48.94,2022
27979,Józefa Mehoffera,Warszawa,1,1205375.0,5,96.43,2021
27980,Kąty Grodziskie,Warszawa,2,767850.0,5,79.57,2024
27981,Kąty Grodziskie,Warszawa,2,590839.0,4,58.79,2024
27982,Szeligowska,Warszawa,1,607000.0,2,39.19,2024
27983,Szeligowska,Warszawa,2,849000.0,3,60.85,2024
27984,Szeligowska,Warszawa,3,832000.0,3,60.85,2024
27985,Jana Kazimierza,Warszawa,4,790000.0,2,44.53,2015
27986,Ochocka,Warszawa,2,69000.0,4,61.0,2018
27987,Krasiczyńska,Warszawa,4,549000.0,3,51.1,1970
27988,Domaniewska,Warszawa,6,869000.0,2,41.8,2023
27989,Główna,Warszawa,1,569250.0,3,49.5,1910
27990,Chodakowska,Warszawa,3,785662.0,2,67.59,
27991,Czechowicka,Warszawa,1,899000.0,3,85.0,2004
27992,Lazurowa,Warszawa,5,564900.0,2,44.5,2023
27993,Modlińska,Warszawa,4,591384.0,2,48.08,2023
27994,Orzycka,Warszawa,9,720000.0,2,42.0,2002
27995,Kępna,Warszawa,2,1130000.0,2,58.0,2008
27996,Kobielska,Warszawa,4,889000.0,3,70.7,1994
27997,Modlińska,Warszawa,4,805071.0,4,79.71,2023
27998,Harfowa,Warszawa,3,1025990.0,3,54.9,2024
27999,Wspólna Droga,Warszawa,2,570000.0,2,39.0,1958
28000,Harfowa,Warszawa,1,2632445.0,4,100.23,2024
28001,Harfowa,Warszawa,1,833184.0,2,27.35,2024
28002,Harfowa,Warszawa,1,2832590.0,4,96.02,2024
28003,Marii Dąbrowskiej,Warszawa,10,590000.0,3,55.0,1978
28004,Wołomińska,Warszawa,8,425000.0,1,30.1,1974
28005,Modlińska,Warszawa,4,671532.0,3,62.76,2023
28006,gen. Romana Abrahama,Warszawa,1,713758.0,2,42.0,
28007,Harfowa,Warszawa,3,1971156.0,5,106.12,2024
28008,Czerniakowska,Warszawa,5,730000.0,4,64.0,1974
28009,Podchorążych,Warszawa,2,850000.0,2,60.0,
28010,Jana III Sobieskiego,Warszawa,6,673000.0,2,42.2,1976
28011,Liwska,Warszawa,0,505000.0,2,40.08,
28012,Wilczy Dół,Warszawa,4,2122800.0,4,96.53,2024
28013,Wilczy Dół,Warszawa,1,835000.0,2,46.23,2024
28014,Kościeszów,Warszawa,3,730840.0,3,66.44,2022
28015,Kościeszów,Warszawa,2,755150.0,3,68.65,2022
28016,Kościeszów,Warszawa,5,817850.0,4,74.35,2022
28017,Wilczy Dół,Warszawa,4,2122800.0,4,96.53,2024
28018,Wilczy Dół,Warszawa,4,2089700.0,4,127.45,2024
28019,Wilczy Dół,Warszawa,0,1070400.0,2,55.2,2024
28020,Biały Kamień,Warszawa,2,2150000.0,3,90.3,2007
28021,Rokokowa,Warszawa,2,1355476.0,4,126.68,2022
28022,Kolejowa,Warszawa,1,554200.0,2,28.59,2022
28023,Antoniego Edwarda Odyńca,Warszawa,1,717500.0,2,35.0,1956
28024,Księcia Ziemowita,Warszawa,4,370000.0,1,20.26,1938
28025,Czerniakowska,Warszawa,1,2900000.0,3,120.0,2001
28026,Komitetu Obrony Robotników,Warszawa,3,859000.0,3,62.0,1960
28027,Wspólna,Warszawa,2,1200000.0,3,63.5,1989
28028,Franciszka Adolfa Achera,Warszawa,1,638000.0,6,79.85,
28029,Osowska,Warszawa,2,465000.0,2,34.0,1964
28030,św. Urszuli Ledóchowskiej,Warszawa,1,1080000.0,2,65.1,2007
28031,Nowolipki,Warszawa,5,880000.0,2,53.44,1953
28032,Ryżowa,Warszawa,1,879000.0,4,81.8,2007
28033,Targowa,Warszawa,4,940000.0,4,72.4,1990
28034,Łochowska,Warszawa,4,449000.0,1,35.0,1934
28035,Żeglugi Wiślanej,Warszawa,1,617000.0,3,68.0,2010
28036,Grażyny Bacewiczówny,Warszawa,2,850000.0,4,63.4,1982
28037,Radzymińska,Warszawa,9,770000.0,4,76.0,
28038,Marii Dąbrowskiej,Warszawa,10,590000.0,3,55.0,1978
28039,Ateńska,Warszawa,1,1530000.0,3,82.0,2001
28040,Jana Nowaka-Jeziorańskiego,Warszawa,4,1040000.0,3,72.7,2011
28041,Wagonowa,Warszawa,0,1099000.0,3,65.0,2018
28042,Szeligowska,Warszawa,2,459200.0,1,31.67,2023
28043,Mokotowska,Warszawa,3,1149000.0,2,58.0,1956
28044,rtm. Witolda Pileckiego,Warszawa,4,553747.0,2,32.73,2023
28045,rtm. Witolda Pileckiego,Warszawa,5,819736.0,3,52.24,2023
28046,rtm. Witolda Pileckiego,Warszawa,5,806083.0,3,51.37,2023
28047,Marcina Kasprzaka,Warszawa,5,806000.0,2,45.0,2022
28048,Saska,Warszawa,10,650000.0,3,49.9,1972
28049,Józefa Feliksa Ciszewskiego,Warszawa,8,682197.0,2,38.33,2024
28050,Rybałtów,Warszawa,4,2570400.0,4,122.64,2023
28051,Hoża,Warszawa,4,799267.0,1,35.21,1961
28052,rtm. Witolda Pileckiego,Warszawa,3,535000.0,2,32.0,
28053,Radna,Warszawa,4,625000.0,1,25.5,
28054,Harfowa,Warszawa,3,2247224.0,6,116.98,2024
28055,Czerwonych Maków,Warszawa,1,650000.0,2,53.0,
28056,Stefana Żeromskiego,Warszawa,2,530000.0,1,38.0,1959
28057,Górna Droga,Warszawa,4,539000.0,2,52.2,2001
28058,Sternicza,Warszawa,4,959000.0,3,73.47,2022
28059,Pory,Warszawa,6,613427.0,2,32.49,
28060,Szeligowska,Warszawa,0,595000.0,2,38.62,
28061,"Batalionu AK ""Włochy""",Warszawa,0,518868.0,2,41.18,
28062,Pasłęcka,Warszawa,0,425110.0,1,29.82,2023
28063,Pasłęcka,Warszawa,1,584212.0,2,44.95,2023
28064,Pasłęcka,Warszawa,3,993092.0,4,94.76,2023
28065,Prosta,Warszawa,5,1200538.0,3,62.18,2024
28066,Prosta,Warszawa,10,1029963.0,2,42.98,2024
28067,Prosta,Warszawa,2,636730.0,1,31.74,2024
28068,Prosta,Warszawa,10,1029963.0,2,42.98,2024
28069,Jana Husa,Warszawa,1,316540.0,1,33.32,2022
28070,Popularna,Warszawa,1,628115.0,2,45.49,
28071,Skarbka z Gór,Warszawa,2,679000.0,3,69.7,
28072,Białego Dębu,Warszawa,0,1450000.0,3,70.0,2018
28073,Wojciecha Bogusławskiego,Warszawa,5,1203686.0,4,103.06,
28074,Syta,Warszawa,1,2150000.0,3,127.2,2005
28075,Oś Królewska,Warszawa,2,1965305.0,4,83.63,2022
28076,Ostródzka,Warszawa,0,533755.0,3,60.0,2024
28077,gen. Waleriana Czumy,Warszawa,5,895000.0,4,72.7,1978
28078,św. Wincentego,Warszawa,1,650000.0,3,55.0,2007
28079,Rokokowa,Warszawa,0,1393480.0,4,126.68,2023
28080,Harfowa,Warszawa,4,2565533.0,4,100.91,
28081,gen. Romana Abrahama,Warszawa,3,777504.0,2,46.0,
28082,Orzycka,Warszawa,9,719999.0,2,43.0,2002
28083,Stanisława Fiszera,Warszawa,3,365000.0,2,61.5,1933
28084,Grochowska 231,Warszawa,3,585000.0,2,53.84,1934
28085,Korkowa,Warszawa,2,875000.0,3,76.0,2014
28086,Sarmacka,Warszawa,2,819000.0,2,55.0,2012
28087,Jana Wasilkowskiego,Warszawa,4,637200.0,2,47.2,1980
28088,Mołdawska,Warszawa,1,590000.0,3,50.75,1970
28089,Izbicka,Warszawa,1,1499000.0,4,119.5,2010
28090,Twarda,Warszawa,9,699000.0,2,32.9,1978
28091,Łopuszańska,Warszawa,1,565000.0,2,32.3,2021
28092,Główna,Warszawa,2,593975.0,2,51.65,1910
28093,Ceramiczna 33,Warszawa,8,435000.0,2,35.3,2012
28094,Prosta,Warszawa,2,1666341.0,3,81.22,2024
28095,Rybałtów,Warszawa,2,2013600.0,4,126.31,2024
28096,Rybałtów,Warszawa,2,810000.0,2,44.75,2024
28097,gen. Romana Abrahama,Warszawa,3,653000.0,2,45.0,
28098,Rybałtów,Warszawa,2,1452300.0,3,86.78,2024
28099,Prosta,Warszawa,10,1029963.0,2,42.98,2024
28100,Prosta,Warszawa,8,1652665.0,3,73.5,2024
28101,Prosta,Warszawa,8,817000.0,1,35.22,2024
28102,Prosta,Warszawa,10,870630.0,1,36.03,2024
28103,Prosta,Warszawa,4,1696999.0,3,79.52,2024
28104,Chełmżyńska,Warszawa,0,774255.0,4,70.1,2022
28105,Włodarzewska,Warszawa,4,2650200.0,4,88.34,2023
28106,Włodarzewska,Warszawa,3,2567585.0,4,96.89,
28107,Harfowa,Warszawa,2,914400.0,2,38.02,2023
28108,Harfowa,Warszawa,1,1503925.0,3,69.95,2023
28109,Jutrzenki,Warszawa,0,667125.0,3,59.65,2023
28110,Harfowa,Warszawa,1,2632445.0,4,100.23,2023
28111,Jutrzenki,Warszawa,0,707273.0,3,59.41,2023
28112,Budy,Warszawa,4,725000.0,3,66.2,1992
28113,Jutrzenki,Warszawa,2,974884.0,4,86.04,2023
28114,Jutrzenki,Warszawa,2,905944.0,4,78.97,2023
28115,Jutrzenki,Warszawa,7,741835.0,3,58.36,2023
28116,Krasiczyńska,Warszawa,0,445000.0,2,37.2,1975
28117,Gościeradowska,Warszawa,1,529000.0,2,46.0,1976
28118,Nałęczowska,Warszawa,6,479000.0,2,31.0,1975
28119,Edwarda Habicha,Warszawa,4,485000.0,2,41.7,2023
28120,Marynin,Warszawa,1,720000.0,2,56.0,
28121,Wólczyńska,Warszawa,2,815000.0,2,54.14,2012
28122,Syta,Warszawa,1,1795812.0,5,149.03,2023
28123,Odkryta,Warszawa,1,598000.0,2,55.2,2009
28124,Echa Leśne,Warszawa,1,899000.0,5,100.44,2020
28125,Górnośląska,Warszawa,9,673000.0,2,38.2,1966
28126,Światowida,Warszawa,4,622080.0,3,57.6,2022
28127,Cytrynowa,Warszawa,0,732980.0,2,44.25,2022
28128,Animuszu,Warszawa,0,431112.0,2,46.86,2021
28129,Dębicka,Warszawa,6,1990000.0,4,107.55,2024
28130,Remiszewska,Warszawa,2,895000.0,4,89.0,1983
28131,rtm. Witolda Pileckiego,Warszawa,5,799000.0,2,54.2,2002
28132,Aluzyjna,Warszawa,3,677000.0,2,44.25,
28133,Sulejkowska,Warszawa,3,995000.0,3,86.9,1993
28134,Edwarda Habicha,Warszawa,0,659000.0,3,61.88,2023
28135,Edwarda Habicha,Warszawa,2,625000.0,3,64.74,2023
28136,Wilczy Dół,Warszawa,0,2131700.0,4,128.0,2024
28137,Talarowa,Warszawa,3,365650.0,1,26.37,2025
28138,Posag 7 Panien,Warszawa,7,509000.0,2,39.39,2024
28139,Posag 7 Panien,Warszawa,5,517000.0,2,39.39,2024
28140,Talarowa,Warszawa,3,351230.0,1,26.29,2025
28141,Talarowa,Warszawa,1,337840.0,1,27.06,2025
28142,Edwarda Dembowskiego,Warszawa,1,675000.0,2,52.7,1980
28143,Adama Branickiego,Warszawa,2,1710000.0,3,86.83,2017
28144,Klaudyny,Warszawa,10,870000.0,4,88.7,1980
28145,Liwska,Warszawa,0,665000.0,3,56.82,
28146,Liwska,Warszawa,2,772000.0,3,72.98,
28147,Liwska,Warszawa,0,515000.0,2,40.44,
28148,Bluszczańska,Warszawa,1,813500.0,2,39.38,2022
28149,Animuszu,Warszawa,1,316540.0,1,33.28,2021
28150,Animuszu,Warszawa,1,444410.0,2,46.78,2021
28151,Loteryjki,Warszawa,1,622380.0,3,56.58,2024
28152,Szeligowska,Warszawa,3,765000.0,3,60.85,2024
28153,Szeligowska,Warszawa,1,668000.0,3,65.26,
28154,Grzybowska,Warszawa,4,671999.0,3,48.07,1974
28155,Marcina Kasprzaka,Warszawa,5,967000.0,2,54.0,2022
28156,Sławińska,Warszawa,2,581000.0,1,31.2,
28157,Sławińska,Warszawa,2,559000.0,1,29.88,
28158,Sławińska,Warszawa,2,548000.0,1,28.7,
28159,Sławińska,Warszawa,2,1436000.0,4,82.18,
28160,Sławińska,Warszawa,2,571000.0,1,29.95,
28161,gen. Romana Abrahama,Warszawa,1,768248.0,2,46.0,
28162,Akacjowa,Warszawa,2,790000.0,2,46.0,
28163,Józefa Elsnera,Warszawa,2,990000.0,2,63.0,2012
28164,Nowowiejska,Warszawa,2,1050000.0,2,51.99,
28165,Hoża,Warszawa,4,1299000.0,2,60.0,1911
28166,Kazimierza Szałasa,Warszawa,2,1172000.0,4,88.44,2017
28167,Loteryjki,Warszawa,2,653892.0,3,56.37,2024
28168,Loteryjki,Warszawa,2,444225.0,2,43.56,2024
28169,Loteryjki,Warszawa,0,462550.0,2,42.05,2024
28170,Loteryjki,Warszawa,2,490931.0,2,48.14,2024
28171,Gębicka,Warszawa,0,615000.0,3,62.3,1985
28172,Smocza,Warszawa,0,629000.0,2,46.32,1963
28173,Stanisława Kulczyńskiego,Warszawa,8,945000.0,3,68.0,1980
28174,29 Listopada,Warszawa,0,1360000.0,2,56.32,2021
28175,Białowieska,Warszawa,4,2600000.0,4,88.63,2010
28176,Rakowiecka,Warszawa,2,1588600.0,3,94.0,1938
28177,Trakt Lubelski,Warszawa,1,779000.0,3,69.9,2004
28178,ks. Juliana Chrościckiego,Warszawa,3,1360000.0,6,108.48,2009
28179,Wilczy Dół,Warszawa,1,800000.0,2,44.75,2024
28180,Loteryjki,Warszawa,0,503985.0,2,49.42,
28181,Loteryjki,Warszawa,2,669460.0,3,60.86,2024
28182,Loteryjki,Warszawa,3,648685.0,3,66.26,
28183,Loteryjki,Warszawa,0,585833.0,3,59.84,2024
28184,Posag 7 Panien,Warszawa,6,666000.0,3,59.78,2023
28185,Posag 7 Panien,Warszawa,7,669000.0,3,59.78,2023
28186,Posag 7 Panien,Warszawa,7,694000.0,3,61.88,2023
28187,Posag 7 Panien,Warszawa,5,670000.0,3,60.96,2023
28188,Posag 7 Panien,Warszawa,4,676000.0,3,61.85,2023
28189,Ludwika Kondratowicza,Warszawa,3,697000.0,3,61.2,2003
28190,Rokosowska,Warszawa,1,750000.0,2,52.16,1950
28191,Adama Ciołkosza,Warszawa,1,670000.0,3,60.5,1990
28192,Michała Oczapowskiego,Warszawa,3,850000.0,3,49.0,1958
28193,Francuska,Warszawa,0,870000.0,2,43.01,1950
28194,Markowska,Warszawa,6,465000.0,1,30.0,
28195,Stanisława Augusta,Warszawa,3,479000.0,1,22.0,1937
28196,Gościniec,Warszawa,0,1057475.0,4,94.35,2022
28197,Bartycka,Warszawa,5,1500000.0,3,94.0,2004
28198,Stanisława Herbsta,Warszawa,0,990000.0,2,66.73,1996
28199,Kazimierza Szałasa,Warszawa,2,1182000.0,4,83.0,2016
28200,gen. Romana Abrahama,Warszawa,5,654000.0,2,45.0,
28201,Czerniakowska,Warszawa,4,963000.0,3,54.7,2007
28202,Kazubów,Warszawa,7,860000.0,3,61.0,1989
28203,Sułkowicka,Warszawa,2,1610000.0,2,70.72,2008
28204,rtm. Witolda Pileckiego,Warszawa,5,800000.0,2,54.2,2001
28205,Poetów,Warszawa,1,530000.0,2,44.7,2003
28206,Modlińska,Warszawa,2,810000.0,3,73.8,2012
28207,Krasiczyńska,Warszawa,7,430000.0,2,38.0,
28208,Saska,Warszawa,2,585000.0,2,39.5,1964
28209,Obrzeżna,Warszawa,1,1330000.0,4,89.0,2012
28210,Posag 7 Panien,Warszawa,5,673000.0,3,61.04,2023
28211,Fabryczna,Warszawa,4,1029933.0,4,95.0,2022
28212,Kolejowa,Warszawa,4,561000.0,1,29.0,2023
28213,Kolejowa,Warszawa,7,1320000.0,3,63.39,2023
28214,Relaksowa,Warszawa,3,1270000.0,4,89.9,1995
28215,Wilków Morskich,Warszawa,0,900000.0,3,94.2,
28216,Białej Floty,Warszawa,7,2350000.0,4,114.0,2020
28217,Posag 7 Panien,Warszawa,6,518000.0,2,42.33,2024
28218,Nowy Świat,Warszawa,0,2600000.0,4,110.0,
28219,Posag 7 Panien,Warszawa,2,597000.0,3,55.01,
28220,Posag 7 Panien,Warszawa,3,478000.0,2,40.0,2024
28221,gen. Romana Abrahama,Warszawa,2,675000.0,2,47.0,
28222,Stanisława Wojciechowskiego,Warszawa,4,665000.0,3,68.8,1997
28223,Foksal,Warszawa,0,1100000.0,1,55.0,
28224,Adama Branickiego,Warszawa,0,1560000.0,2,75.24,
28225,Brzeziny,Warszawa,1,674090.0,3,74.64,2022
28226,Jutrzenki,Warszawa,3,721344.0,3,59.41,2023
28227,Loteryjki,Warszawa,3,648685.0,3,66.26,2024
28228,Pory,Warszawa,2,379398.0,1,20.36,
28229,Jutrzenki,Warszawa,4,1066536.0,4,88.54,2023
28230,Rybałtów,Warszawa,3,1141800.0,3,62.5,2023
28231,Bluszczańska,Warszawa,1,813172.0,2,39.26,2023
28232,Harfowa,Warszawa,2,914400.0,2,38.1,2024
28233,Bluszczańska,Warszawa,0,747555.0,2,45.13,
28234,gen. Romana Abrahama,Warszawa,3,828654.0,2,49.0,
28235,Żegańska,Warszawa,2,2299000.0,4,124.18,2014
28236,Odkryta,Warszawa,1,557800.0,2,55.0,2009
28237,Płocka,Warszawa,1,740000.0,3,52.5,
28238,Michała Oczapowskiego,Warszawa,3,850000.0,3,49.0,
28239,Czerniakowska,Warszawa,2,599999.0,2,42.0,1955
28240,Kartograficzna,Warszawa,1,380000.0,1,28.6,2010
28241,Janowiecka,Warszawa,3,840000.0,4,77.32,2020
28242,Sarmacka,Warszawa,2,819000.0,2,55.0,2012
28243,Mariana Zdziechowskiego,Warszawa,2,745000.0,2,36.82,2023
28244,Mariana Zdziechowskiego,Warszawa,2,1189000.0,3,65.61,2023
28245,Białego Dębu,Warszawa,0,927100.0,2,50.69,2024
28246,Białego Dębu,Warszawa,0,1256400.0,3,67.19,2024
28247,św. Wincentego,Warszawa,1,750000.0,2,54.83,2005
28248,Wacława Lachmana,Warszawa,4,715000.0,3,59.4,1980
28249,Flisaków,Warszawa,1,585000.0,2,45.5,2019
28250,Renesansowa,Warszawa,2,845250.0,4,73.5,1979
28251,Posag 7 Panien,Warszawa,5,673000.0,3,61.04,2023
28252,Erazma z Zakroczymia,Warszawa,0,410000.0,1,40.4,1990
28253,Biskupia,Warszawa,0,670000.0,2,49.9,1996
28254,Topograficzna,Warszawa,3,755000.0,4,74.0,1986
28255,Wojskowa,Warszawa,0,604750.0,2,41.0,1999
