id,address,city,floor,price,rooms,sq,year
2973,Marcina Kasprzaka,Łódź,3,542975.0,3,587.0,
2974,Marcina Kasprzaka,Łódź,2,456787.0,2,4685.0,
2975,Stanisława Wyspiańskiego,Łódź,0,420000.0,2,617.0,1931
2976,Liściasta,Łódź,2,361636.0,1,4836.0,
2977,Liściasta,Łódź,1,484627.0,4,715.0,
2978,Smutna,Łódź,0,179000.0,1,2749.0,
2979,Marysińska,Łódź,0,339000.0,2,383.0,
2980,Marcina Kasprzaka,Łódź,6,1005660.0,4,9101.0,
2981,Marcina Kasprzaka,Łódź,4,651022.0,3,7115.0,
2982,Marcina Kasprzaka,Łódź,6,448267.0,2,3915.0,
2983,Ignacego Paderewskiego,Łódź,0,240000.0,2,32.0,1980
2984,Liściasta,Łódź,1,533428.0,4,787.0,
2985,Pomorska,Łódź,0,395000.0,3,5399.0,1962
2986,Romanowska,Łódź,3,750000.0,3,10581.0,2006
2987,Wawelska,Łódź,0,392003.0,2,46.0,1984
2988,Żubardzka,Łódź,0,334700.0,2,45.0,1969
2989,Wschodnia,Łódź,2,649000.0,4,11246.0,1910
2990,Gorzowska,Łódź,3,255000.0,2,45.0,1965
2991,Lniana,Łódź,3,370000.0,2,465.0,1970
2992,Józefa Elsnera,Łódź,2,490000.0,3,6338.0,1976
2993,płk. dr. Stanisława Więckowskiego 20,Łódź,4,537540.0,2,6324.0,1920
2994,Hubala,Łódź,6,495000.0,3,71.0,1976
2995,Boya-Żeleńskiego,Łódź,0,340000.0,2,5592.0,1960
2996,Klonowa,Łódź,4,459000.0,4,71.0,1960
2997,Marcina Kasprzaka,Łódź,1,343596.0,1,3288.0,
2998,Kosmonautów,Łódź,3,309000.0,2,348.0,1964
2999,Stefana Okrzei,Łódź,4,285000.0,2,4513.0,1965
3000,Gdańska,Łódź,6,750000.0,3,6922.0,2020
3001,6 Sierpnia,Łódź,0,249000.0,1,27.0,
3002,Zarzewska,Łódź,5,339000.0,2,33.0,
3003,Lutomierska,Łódź,1,320000.0,2,45.0,
3004,gen. Józefa Bema,Łódź,0,849000.0,3,75.0,2010
3005,Sąsiedzka,Łódź,4,660000.0,3,6376.0,2016
3006,Jana Matejki,Łódź,6,394026.0,2,3863.0,2018
3007,Jana Matejki,Łódź,10,608640.0,3,634.0,2018
3008,Piotrkowska,Łódź,1,630000.0,4,100.0,
3009,Edwarda Abramowskiego,Łódź,4,174000.0,1,30.0,
3010,Jana Matejki,Łódź,3,544608.0,3,5673.0,2018
3011,Marcina Kasprzaka,Łódź,4,345059.0,1,3302.0,
3012,Konstantynowska,Łódź,2,302000.0,2,32.0,2023
3013,Liściasta,Łódź,0,320731.0,2,4289.0,
3014,Gdyńska,Łódź,4,369000.0,2,4513.0,1971
3015,gen. Stanisława Maczka,Łódź,4,337008.0,2,4012.0,
3016,Tramwajowa 17b,Łódź,8,446500.0,2,3357.0,2020
3017,Graniczna,Łódź,1,548959.0,3,8014.0,2022
3018,Hubala,Łódź,6,495000.0,4,71.0,1976
3019,Karola Adwentowicza,Łódź,3,329000.0,2,4603.0,1978
3020,Dowborczyków,Łódź,3,240000.0,2,4582.0,1920
3021,Łęczycka,Łódź,0,379500.0,3,6126.0,1980
3022,Jana Kilińskiego,Łódź,0,282000.0,2,47.0,1975
3023,Liściasta,Łódź,2,499000.0,3,7037.0,1995
3024,Stanisława Czernika,Łódź,3,309000.0,2,445.0,1980
3025,Krawiecka,Łódź,1,450000.0,2,47.0,1970
3026,Romualda Mielczarskiego,Łódź,2,259700.0,2,2427.0,1880
3027,Traktorowa,Łódź,2,649000.0,3,743.0,2017
3028,Traktorowa,Łódź,4,290000.0,2,45.0,
3029,Żurawia,Łódź,10,779000.0,4,1408.0,1992
3030,Stanisława Czernika,Łódź,0,469000.0,3,5823.0,
3031,11 Listopada,Łódź,3,769700.0,4,1142.0,2004
3032,Rojna,Łódź,2,250000.0,2,373.0,1970
3033,Nawrot 13,Łódź,1,441990.0,2,4911.0,2023
3034,Marysińska,Łódź,0,339000.0,2,383.0,1980
3035,Poli Gojawiczyńskiej,Łódź,1,279000.0,2,37.0,
3036,Wrocławska,Łódź,4,420000.0,3,61.0,1958
3037,Jana Kilińskiego,Łódź,1,388608.0,2,4224.0,2021
3038,Codzienna,Łódź,0,385000.0,3,557.0,1982
3039,Jana Kilińskiego,Łódź,4,360355.0,2,3715.0,2021
3040,Srebrzyńska,Łódź,0,360000.0,3,49.0,1970
3041,Piotrkowska,Łódź,3,697700.0,4,7949.0,2022
3042,Maratońska,Łódź,4,260000.0,2,4242.0,1976
3043,Rajdowa,Łódź,7,345000.0,2,58.0,1996
3044,płk. dr. Stanisława Więckowskiego,Łódź,2,299000.0,2,4778.0,1930
3045,Jana Kilińskiego,Łódź,4,384090.0,2,413.0,2021
3046,Wici,Łódź,0,220000.0,2,37.0,1970
3047,gen. Stefana Grota-Roweckiego,Łódź,1,561412.0,4,6764.0,2023
3048,Lawinowa,Łódź,0,670000.0,3,7468.0,2022
3049,Przełajowa,Łódź,4,265000.0,1,3094.0,1980
3050,Dębowa,Łódź,0,399000.0,2,4755.0,1930
3051,Zygmunta Lorentza,Łódź,2,299000.0,2,469.0,1960
3052,Telefoniczna,Łódź,5,779000.0,3,74.0,2020
3053,Złota,Łódź,3,450000.0,3,954.0,1900
3054,Walerego Wróblewskiego 54,Łódź,0,319000.0,2,3898.0,
3055,Traktorowa,Łódź,2,299000.0,2,37.0,
3056,Romanowska,Łódź,0,470000.0,3,6495.0,2006
3057,Żubardzka,Łódź,1,329000.0,2,45.0,1970
3058,Beli Bartoka,Łódź,2,409000.0,3,604.0,
3059,Lawinowa,Łódź,1,730000.0,4,8618.0,2022
3060,Lawinowa,Łódź,1,710000.0,4,8472.0,2022
3061,Lawinowa,Łódź,1,720000.0,4,8618.0,2022
3062,Lawinowa,Łódź,1,690000.0,4,8472.0,2022
3063,Lawinowa,Łódź,1,720000.0,4,8618.0,2022
3064,Lawinowa,Łódź,1,690000.0,4,83.0,2022
3065,Lawinowa,Łódź,1,699000.0,4,8618.0,2022
3066,Lawinowa,Łódź,1,670000.0,4,8472.0,2022
3067,Jana Kilińskiego,Łódź,3,356640.0,2,3715.0,2021
3068,gen. Stanisława Maczka,Łódź,0,622516.0,4,8191.0,
3069,gen. Stanisława Maczka,Łódź,1,460649.0,3,5831.0,
3070,gen. Stanisława Maczka,Łódź,1,349758.0,2,4318.0,
3071,dr. Seweryna Sterlinga,Łódź,2,870000.0,4,8157.0,1936
3072,Bydgoska,Łódź,1,469900.0,3,531.0,1970
3073,"mjr. Jana Piwnika ""Ponurego""",Łódź,2,260000.0,1,21.0,1995
3074,Poli Gojawiczyńskiej,Łódź,0,325000.0,2,42.0,
3075,Rocha Kowalskiego,Łódź,4,399000.0,3,6264.0,1992
3076,Uniwersytecka,Łódź,0,350000.0,2,4661.0,1960
3077,Milionowa 6A,Łódź,0,424830.0,2,4046.0,2023
3078,Poli Gojawiczyńskiej,Łódź,1,558200.0,3,5484.0,2022
3079,Rewolucji 1905 r.,Łódź,0,199000.0,2,38.0,
3080,Traktorowa,Łódź,2,799000.0,4,7382.0,2022
3081,Sąsiedzka,Łódź,3,665900.0,3,648.0,2022
3082,Rojna,Łódź,1,280000.0,2,376.0,1966
3083,Jana Kilińskiego,Łódź,3,355000.0,2,4586.0,
3084,Jana Kilińskiego,Łódź,2,358000.0,2,44.0,
3085,Jana Matejki,Łódź,7,631104.0,3,6574.0,2018
3086,ks. bp. Wincentego Tymienieckiego,Łódź,3,1400000.0,6,17882.0,2010
3087,Zbocze,Łódź,1,300000.0,3,5972.0,
3088,Władysława Umińskiego,Łódź,3,340000.0,2,423.0,1968
3089,Obrońców Westerplatte,Łódź,1,277000.0,2,3818.0,1965
3090,Stefana Jaracza / Wierzbowa,Łódź,1,775000.0,3,845.0,2007
3091,Witolda Doroszewskiego,Łódź,5,305000.0,2,4319.0,
3092,Grabieniec,Łódź,5,635000.0,4,8144.0,2023
3093,Grabieniec,Łódź,7,529000.0,3,6812.0,2023
3094,Liściasta,Łódź,1,479030.0,3,6239.0,
3095,Zbiorcza,Łódź,3,325000.0,2,50.0,1964
3096,Drewnowska,Łódź,5,675000.0,2,46.0,2022
3097,Budowlana,Łódź,3,374700.0,2,5424.0,
3098,Hyrna,Łódź,2,584668.0,4,932.0,2019
3099,Łagiewnicka,Łódź,2,330000.0,2,455.0,
3100,Ogrodowa,Łódź,1,535299.0,3,4911.0,2022
3101,Jana Matejki,Łódź,4,330000.0,3,52.0,
3102,Marii Skłodowskiej-Curie,Łódź,1,396869.0,2,3641.0,
3103,Andrzeja Radka,Łódź,0,229000.0,2,3746.0,
3104,Sitowie,Łódź,3,344000.0,3,5297.0,
3105,Kaczeńcowa,Łódź,5,749000.0,3,73.0,2008
3106,Dzwonowa,Łódź,1,382346.0,2,4579.0,
3107,Dzwonowa,Łódź,0,381883.0,2,4601.0,
3108,Hyrna,Łódź,0,338130.0,2,507.0,2020
3109,Konstantynowska 38,Łódź,1,288745.0,2,3397.0,
3110,Jana Długosza,Łódź,4,269000.0,2,45.0,1978
3111,Dzwonowa,Łódź,2,339648.0,1,3904.0,
3112,Julianowska,Łódź,10,697000.0,4,130.0,1980
3113,Grabowa,Łódź,3,185000.0,1,1634.0,1955
3114,gen. Stanisława Maczka,Łódź,0,341544.0,2,4066.0,
3115,Hyrna,Łódź,2,541678.0,4,842.0,2019
3116,Konstantynowska 38,Łódź,3,820040.0,4,988.0,
3117,Nowy Świat,Łódź,1,299000.0,3,6836.0,
3118,Polskiej Organizacji Wojskowej,Łódź,3,700000.0,3,99.0,
3119,gen. Stanisława Maczka,Łódź,0,473468.0,3,5774.0,
3120,gen. Stanisława Maczka,Łódź,0,480110.0,3,5855.0,
3121,gen. Stanisława Maczka,Łódź,1,539807.0,3,6833.0,
3122,gen. Stanisława Maczka,Łódź,3,664433.0,4,8629.0,
3123,gen. Stanisława Maczka,Łódź,4,438208.0,3,5344.0,
3124,gen. Stanisława Maczka,Łódź,1,529452.0,4,6876.0,
3125,gen. Stanisława Maczka,Łódź,3,340964.0,2,4108.0,
3126,gen. Stanisława Maczka,Łódź,0,342300.0,2,4075.0,
3127,gen. Stanisława Maczka,Łódź,0,508400.0,3,6355.0,
3128,gen. Stanisława Maczka,Łódź,1,664433.0,4,8629.0,
3129,gen. Stanisława Maczka,Łódź,2,502045.0,3,6355.0,
3130,gen. Stanisława Maczka,Łódź,0,325040.0,2,3824.0,
3131,gen. Stanisława Maczka,Łódź,0,482080.0,3,6026.0,
3132,gen. Stanisława Maczka,Łódź,3,408277.0,2,4919.0,
3133,gen. Stanisława Maczka,Łódź,3,406700.0,2,49.0,
3134,gen. Stanisława Maczka,Łódź,1,517608.0,3,6552.0,
3135,gen. Stanisława Maczka,Łódź,1,500623.0,3,6337.0,
3136,gen. Stanisława Maczka,Łódź,1,334407.0,2,4029.0,
3137,gen. Stanisława Maczka,Łódź,3,533995.0,4,6935.0,
3138,gen. Stanisława Maczka,Łódź,3,372089.0,2,4483.0,
3139,gen. Stanisława Maczka,Łódź,1,464130.0,3,573.0,
3140,gen. Stanisława Maczka,Łódź,1,556094.0,4,7222.0,
3141,gen. Stanisława Maczka,Łódź,0,669474.0,4,8583.0,
3142,gen. Stanisława Maczka,Łódź,0,465678.0,3,5679.0,
3143,gen. Stanisława Maczka,Łódź,1,472068.0,3,5828.0,
3144,gen. Stanisława Maczka,Łódź,0,333285.0,2,3921.0,
3145,gen. Stanisława Maczka,Łódź,2,334407.0,2,4029.0,
3146,gen. Stanisława Maczka,Łódź,2,337395.0,2,4065.0,
3147,gen. Stanisława Maczka,Łódź,1,368022.0,2,4434.0,
3148,gen. Stanisława Maczka,Łódź,4,705551.0,4,9163.0,
3149,gen. Stanisława Maczka,Łódź,2,532532.0,4,6916.0,
3150,gen. Stanisława Maczka,Łódź,3,611996.0,4,7948.0,
3151,gen. Stanisława Maczka,Łódź,4,671658.0,4,8611.0,
3152,gen. Stanisława Maczka,Łódź,0,478962.0,3,5841.0,
3153,gen. Stanisława Maczka,Łódź,4,623844.0,4,7998.0,
3154,gen. Stanisława Maczka,Łódź,3,470367.0,3,5807.0,
3155,gen. Stanisława Maczka,Łódź,2,474417.0,3,5857.0,
3156,gen. Stanisława Maczka,Łódź,3,407530.0,2,491.0,
3157,gen. Stanisława Maczka,Łódź,1,338225.0,2,4075.0,
3158,gen. Stanisława Maczka,Łódź,3,508207.0,3,6433.0,
3159,gen. Stanisława Maczka,Łódź,3,501729.0,3,6351.0,
3160,gen. Stanisława Maczka,Łódź,0,447064.0,3,5452.0,
3161,gen. Stanisława Maczka,Łódź,2,399894.0,2,4818.0,
3162,gen. Stanisława Maczka,Łódź,2,367358.0,2,4426.0,
3163,gen. Stanisława Maczka,Łódź,0,371952.0,2,4428.0,
3164,gen. Stanisława Maczka,Łódź,3,369516.0,2,4452.0,
3165,gen. Stanisława Maczka,Łódź,2,479925.0,3,6075.0,
3166,gen. Stanisława Maczka,Łódź,3,385618.0,2,4646.0,
3167,gen. Stanisława Maczka,Łódź,1,473931.0,3,5851.0,
3168,gen. Stanisława Maczka,Łódź,2,560791.0,4,7283.0,
3169,gen. Stanisława Maczka,Łódź,2,396574.0,2,4778.0,
3170,gen. Stanisława Maczka,Łódź,2,662354.0,4,8602.0,
3171,gen. Stanisława Maczka,Łódź,1,396574.0,2,4778.0,
3172,gen. Stanisława Maczka,Łódź,2,323232.0,2,3848.0,
3173,gen. Stanisława Maczka,Łódź,1,469800.0,3,58.0,
3174,gen. Stanisława Maczka,Łódź,1,399894.0,2,4818.0,
3175,gen. Stanisława Maczka,Łódź,1,400392.0,2,4824.0,
3176,gen. Stanisława Maczka,Łódź,3,481663.0,3,6097.0,
3177,gen. Stanisława Maczka,Łódź,4,376152.0,2,4478.0,
3178,gen. Stanisława Maczka,Łódź,2,490353.0,3,6207.0,
3179,gen. Stanisława Maczka,Łódź,3,327516.0,2,3899.0,
3180,gen. Stanisława Maczka,Łódź,0,382284.0,2,4551.0,
3181,gen. Stanisława Maczka,Łódź,2,400392.0,2,4824.0,
3182,gen. Stanisława Maczka,Łódź,1,606991.0,4,7883.0,
3183,gen. Stanisława Maczka,Łódź,1,501808.0,3,6352.0,
3184,gen. Stanisława Maczka,Łódź,2,334407.0,2,4029.0,
3185,gen. Stanisława Maczka,Łódź,4,661596.0,4,8482.0,
3186,gen. Stanisława Maczka,Łódź,3,662354.0,4,8602.0,
3187,gen. Stanisława Maczka,Łódź,1,402135.0,2,4845.0,
3188,gen. Stanisława Maczka,Łódź,3,402965.0,2,4855.0,
3189,gen. Stanisława Maczka,Łódź,0,383376.0,2,4564.0,
3190,gen. Stanisława Maczka,Łódź,0,645138.0,4,8271.0,
3191,gen. Stanisława Maczka,Łódź,1,490353.0,3,6207.0,
3192,gen. Stanisława Maczka,Łódź,2,517608.0,3,6552.0,
3193,gen. Stanisława Maczka,Łódź,2,664433.0,4,8629.0,
3194,gen. Stanisława Maczka,Łódź,0,670800.0,4,86.0,
3195,gen. Stanisława Maczka,Łódź,1,560791.0,4,7283.0,
3196,gen. Stanisława Maczka,Łódź,2,529452.0,4,6876.0,
3197,gen. Stanisława Maczka,Łódź,2,523770.0,3,663.0,
3198,gen. Stanisława Maczka,Łódź,0,336005.0,2,3953.0,
3199,gen. Stanisława Maczka,Łódź,1,477160.0,3,604.0,
3200,gen. Stanisława Maczka,Łódź,1,403214.0,2,4858.0,
3201,gen. Stanisława Maczka,Łódź,0,510720.0,3,6384.0,
3202,gen. Stanisława Maczka,Łódź,2,319200.0,2,38.0,
3203,gen. Stanisława Maczka,Łódź,2,330036.0,2,3929.0,
3204,gen. Stanisława Maczka,Łódź,1,662354.0,4,8602.0,
3205,gen. Stanisława Maczka,Łódź,2,556556.0,4,7228.0,
3206,gen. Stanisława Maczka,Łódź,4,661596.0,4,8482.0,
3207,gen. Stanisława Maczka,Łódź,2,479196.0,3,5916.0,
3208,gen. Stanisława Maczka,Łódź,3,485433.0,3,5993.0,
3209,gen. Stanisława Maczka,Łódź,0,404040.0,2,481.0,
3210,gen. Stanisława Maczka,Łódź,3,612535.0,4,7955.0,
3211,gen. Stanisława Maczka,Łódź,1,334407.0,2,4029.0,
3212,gen. Stanisława Maczka,Łódź,0,405300.0,2,4825.0,
3213,gen. Stanisława Maczka,Łódź,2,368022.0,2,4434.0,
3214,gen. Stanisława Maczka,Łódź,1,494698.0,3,6262.0,
3215,gen. Stanisława Maczka,Łódź,0,481760.0,3,6022.0,
3216,gen. Stanisława Maczka,Łódź,1,479925.0,3,6075.0,
3217,gen. Stanisława Maczka,Łódź,2,381883.0,2,4601.0,
3218,gen. Stanisława Maczka,Łódź,2,365532.0,2,4404.0,
3219,gen. Stanisława Maczka,Łódź,4,643266.0,4,8247.0,
3220,gen. Stanisława Maczka,Łódź,1,365532.0,2,4404.0,
3221,gen. Stanisława Maczka,Łódź,0,516000.0,3,645.0,
3222,gen. Stanisława Maczka,Łódź,1,338640.0,2,408.0,
3223,gen. Stanisława Maczka,Łódź,3,481584.0,3,6096.0,
3224,gen. Stanisława Maczka,Łódź,3,510261.0,3,6459.0,
3225,gen. Stanisława Maczka,Łódź,1,323232.0,2,3848.0,
3226,gen. Stanisława Maczka,Łódź,0,404628.0,2,4817.0,
3227,gen. Stanisława Maczka,Łódź,3,472635.0,3,5835.0,
3228,gen. Stanisława Maczka,Łódź,0,490880.0,3,6136.0,
3229,gen. Stanisława Maczka,Łódź,2,476370.0,3,603.0,
3230,gen. Stanisława Maczka,Łódź,1,330036.0,2,3929.0,
3231,gen. Stanisława Maczka,Łódź,3,405538.0,2,4886.0,
3232,gen. Stanisława Maczka,Łódź,3,498727.0,3,6313.0,
3233,gen. Stanisława Maczka,Łódź,3,508286.0,3,6434.0,
3234,gen. Stanisława Maczka,Łódź,1,366279.0,2,4413.0,
3235,gen. Stanisława Maczka,Łódź,2,473931.0,3,5851.0,
3236,gen. Stanisława Maczka,Łódź,2,504257.0,3,6383.0,
3237,gen. Stanisława Maczka,Łódź,3,481221.0,3,5941.0,
3238,gen. Stanisława Maczka,Łódź,2,338640.0,2,408.0,
3239,gen. Stanisława Maczka,Łódź,3,530915.0,4,6895.0,
3240,gen. Stanisława Maczka,Łódź,1,504178.0,3,6382.0,
3241,gen. Stanisława Maczka,Łódź,4,559440.0,3,6993.0,
3242,gen. Stanisława Maczka,Łódź,3,547865.0,3,6935.0,
3243,gen. Stanisława Maczka,Łódź,1,476370.0,3,603.0,
3244,gen. Stanisława Maczka,Łódź,0,485112.0,3,5916.0,
3245,gen. Stanisława Maczka,Łódź,4,337344.0,2,4016.0,
3246,gen. Stanisława Maczka,Łódź,1,605836.0,4,7868.0,
3247,gen. Stanisława Maczka,Łódź,1,504257.0,3,6383.0,
3248,gen. Stanisława Maczka,Łódź,2,469800.0,3,58.0,
3249,gen. Stanisława Maczka,Łódź,1,502045.0,3,6355.0,
3250,gen. Stanisława Maczka,Łódź,4,697081.0,4,9053.0,
3251,gen. Stanisława Maczka,Łódź,4,662142.0,4,8489.0,
3252,gen. Stanisława Maczka,Łódź,1,319200.0,2,38.0,
3253,gen. Stanisława Maczka,Łódź,0,369012.0,2,4393.0,
3254,gen. Stanisława Maczka,Łódź,0,538512.0,4,6904.0,
3255,gen. Stanisława Maczka,Łódź,3,566335.0,4,7355.0,
3256,gen. Stanisława Maczka,Łódź,3,340964.0,2,4108.0,
3257,gen. Stanisława Maczka,Łódź,2,500623.0,3,6337.0,
3258,gen. Stanisława Maczka,Łódź,2,402135.0,2,4845.0,
3259,gen. Stanisława Maczka,Łódź,2,539807.0,3,6833.0,
3260,gen. Stanisława Maczka,Łódź,1,532532.0,4,6916.0,
3261,gen. Stanisława Maczka,Łódź,1,523770.0,3,663.0,
3262,gen. Stanisława Maczka,Łódź,4,775698.0,4,10074.0,
3263,gen. Stanisława Maczka,Łódź,3,520926.0,3,6594.0,
3264,gen. Stanisława Maczka,Łódź,0,500800.0,3,626.0,
3265,gen. Stanisława Maczka,Łódź,0,510320.0,3,6379.0,
3266,gen. Stanisława Maczka,Łódź,3,510261.0,3,6459.0,
3267,gen. Stanisława Maczka,Łódź,3,475738.0,3,6022.0,
3268,gen. Stanisława Maczka,Łódź,3,472716.0,3,5836.0,
3269,gen. Stanisława Maczka,Łódź,4,375396.0,2,4469.0,
3270,gen. Stanisława Maczka,Łódź,4,653172.0,4,8374.0,
3271,gen. Stanisława Maczka,Łódź,2,494698.0,3,6262.0,
3272,gen. Stanisława Maczka,Łódź,0,490000.0,3,6125.0,
3273,gen. Stanisława Maczka,Łódź,2,472068.0,3,5828.0,
3274,gen. Stanisława Maczka,Łódź,3,477414.0,3,5894.0,
3275,gen. Stanisława Maczka,Łódź,1,484623.0,3,5983.0,
3276,gen. Stanisława Maczka,Łódź,3,529221.0,3,6699.0,
3277,gen. Stanisława Maczka,Łódź,2,501808.0,3,6352.0,
3278,gen. Stanisława Maczka,Łódź,1,474417.0,3,5857.0,
3279,gen. Stanisława Maczka,Łódź,1,381883.0,2,4601.0,
3280,gen. Stanisława Maczka,Łódź,2,464130.0,3,573.0,
3281,gen. Stanisława Maczka,Łódź,1,367358.0,2,4426.0,
3282,gen. Stanisława Maczka,Łódź,0,506480.0,3,6331.0,
3283,gen. Stanisława Maczka,Łódź,2,403214.0,2,4858.0,
3284,gen. Stanisława Maczka,Łódź,3,327264.0,2,3896.0,
3285,gen. Stanisława Maczka,Łódź,0,535002.0,4,6859.0,
3286,gen. Stanisława Maczka,Łódź,3,333984.0,2,3976.0,
3287,gen. Stanisława Maczka,Łódź,0,497840.0,3,6223.0,
3288,gen. Stanisława Maczka,Łódź,1,479196.0,3,5916.0,
3289,gen. Stanisława Maczka,Łódź,0,342804.0,2,4081.0,
3290,gen. Stanisława Maczka,Łódź,2,484623.0,3,5983.0,
3291,gen. Stanisława Maczka,Łódź,2,504178.0,3,6382.0,
3292,gen. Stanisława Maczka,Łódź,3,482690.0,3,611.0,
3293,gen. Stanisława Maczka,Łódź,2,606991.0,4,7883.0,
3294,gen. Stanisława Maczka,Łódź,0,469204.0,3,5722.0,
3295,gen. Stanisława Maczka,Łódź,2,477476.0,3,6044.0,
3296,gen. Stanisława Maczka,Łódź,2,605990.0,4,787.0,
3297,gen. Stanisława Maczka,Łódź,0,338436.0,2,4029.0,
3298,gen. Stanisława Maczka,Łódź,3,340881.0,2,4107.0,
3299,gen. Stanisława Maczka,Łódź,0,643968.0,4,8256.0,
3300,gen. Stanisława Maczka,Łódź,0,371784.0,2,4426.0,
3301,gen. Stanisława Maczka,Łódź,0,338436.0,2,4029.0,
3302,Hyrna,Łódź,1,338400.0,2,47.0,2020
3303,Konstantynowska 38,Łódź,2,287895.0,2,3387.0,
3304,płk. dr. Stanisława Więckowskiego,Łódź,5,624750.0,1,595.0,2024
3305,Skalna,Łódź,1,259000.0,3,46.0,
3306,Liściasta,Łódź,2,361636.0,2,4836.0,
3307,Komfortowa,Łódź,4,407990.0,3,6106.0,
3308,Zarzewska,Łódź,0,249600.0,3,78.0,
3309,Sobolowa,Łódź,5,610000.0,3,5082.0,2020
3310,H. Berlińskiego,Łódź,3,350000.0,3,6404.0,1910
3311,Adama Próchnika,Łódź,2,669000.0,3,94.0,
3312,Wojska Polskiego,Łódź,3,365000.0,3,6125.0,1921
3313,Stocka,Łódź,3,199000.0,1,3233.0,1968
3314,Konstantynowska 38,Łódź,3,968278.0,5,11666.0,
3315,płk. dr. Stanisława Więckowskiego,Łódź,4,435600.0,1,33.0,2024
3316,Radwańska,Łódź,1,790000.0,3,61.0,2018
3317,Tatrzańska,Łódź,0,250000.0,2,37.0,
3318,Maratońska,Łódź,3,503788.0,3,5858.0,2024
3319,Pomorska,Łódź,1,512000.0,3,8974.0,
3320,Bolesława Limanowskiego,Łódź,10,328000.0,3,497.0,1973
3321,Jana Kilińskiego,Łódź,1,541650.0,2,471.0,2024
3322,Wólczańska,Łódź,2,310000.0,2,3173.0,2022
3323,Milionowa 6a,Łódź,2,438098.0,2,4133.0,2023
3324,Milionowa 6A,Łódź,2,441123.0,2,4047.0,2023
3325,Konstantynowska 38,Łódź,3,781611.0,4,9417.0,
3326,płk. dr. Stanisława Więckowskiego,Łódź,4,514985.0,2,4055.0,2024
3327,Stanisława Przybyszewskiego,Łódź,4,424700.0,2,4247.0,2022
3328,płk. dr. Stanisława Więckowskiego,Łódź,4,627460.0,1,458.0,2024
3329,Tatrzańska,Łódź,4,340000.0,3,4722.0,1970
3330,Traktorowa,Łódź,3,708323.0,4,92.0,2023
3331,płk. dr. Stanisława Więckowskiego,Łódź,4,525780.0,1,381.0,2024
3332,Nawrot,Łódź,3,228000.0,1,28.0,1920
3333,Milionowa,Łódź,3,768905.0,3,7138.0,2020
3334,Sąsiedzka,Łódź,6,740000.0,4,74.0,
3335,Sebastiana Felsztyńskiego 2/8,Łódź,2,589686.0,3,6778.0,2022
3336,Łagiewnicka,Łódź,6,329990.0,3,5375.0,1970
3337,Jana Kilińskiego,Łódź,1,499000.0,3,8527.0,1913
3338,Pstrągowa,Łódź,3,450000.0,3,6029.0,1997
3339,płk. dr. Stanisława Więckowskiego,Łódź,4,1011520.0,4,928.0,2024
3340,Grabieniec,Łódź,5,525000.0,3,6812.0,2023
3341,Jana Kilińskiego,Łódź,2,467290.0,1,415.0,2024
3342,Grabowa,Łódź,3,229000.0,2,40.0,
3343,Jana Matejki,Łódź,3,403206.0,2,3953.0,2018
3344,Jana Matejki,Łódź,6,394026.0,2,3863.0,2018
3345,Jana Matejki,Łódź,4,392598.0,2,3849.0,2018
3346,Jana Matejki,Łódź,5,404532.0,2,3966.0,2018
3347,Organizacji,Łódź,3,265000.0,2,458.0,1955
3348,Józefa Elsnera,Łódź,10,435000.0,3,6338.0,
3349,Lutomierska,Łódź,2,530360.0,3,6682.0,
3350,Bolesława Limanowskiego,Łódź,0,269000.0,2,3748.0,1985
3351,płk. dr. Stanisława Więckowskiego,Łódź,4,634065.0,2,5155.0,2024
3352,"mjr. Jana Piwnika ""Ponurego""",Łódź,2,800000.0,4,1054.0,1994
3353,6 Sierpnia,Łódź,4,490000.0,3,908.0,1993
3354,płk. dr. Stanisława Więckowskiego,Łódź,4,804650.0,3,7315.0,2024
3355,Piotrkowska 44,Łódź,1,711252.0,3,7731.0,
3356,Grażyny,Łódź,1,560311.0,3,6889.0,
3357,Wigilijna,Łódź,4,625000.0,2,916.0,1996
3358,Legionów,Łódź,1,349000.0,3,6766.0,1920
3359,Liściasta,Łódź,1,320731.0,2,4289.0,
3360,Rafowa,Łódź,0,738825.0,4,9851.0,2023
3361,Alojzego Felińskiego,Łódź,0,349000.0,3,4686.0,
3362,ks. bp. Wincentego Tymienieckiego,Łódź,4,830000.0,2,77.0,
3363,Liściasta,Łódź,2,320731.0,1,4289.0,
3364,Jana Kilińskiego,Łódź,3,230000.0,1,2347.0,1920
3365,Jana Kilińskiego,Łódź,3,190000.0,1,2008.0,1920
3366,Karpacka,Łódź,1,338000.0,3,47.0,1970
3367,Liściasta,Łódź,0,210698.0,1,2641.0,
3368,dr. Józefa Kolińskiego,Łódź,11,259000.0,2,355.0,1970
3369,Rydzowa,Łódź,2,335000.0,3,57.0,
3370,Obywatelska,Łódź,1,538900.0,3,634.0,2025
3371,Obywatelska,Łódź,1,581400.0,3,684.0,2025
3372,Obywatelska,Łódź,2,469115.0,2,5519.0,2025
3373,Obywatelska,Łódź,2,463420.0,2,5452.0,2025
3374,Obywatelska,Łódź,2,540090.0,3,6354.0,2025
3375,Obywatelska,Łódź,1,463420.0,2,5452.0,2025
3376,Obywatelska,Łódź,1,469115.0,2,5519.0,2025
3377,Obywatelska,Łódź,0,331500.0,1,39.0,2025
